id,BZID,State,Headline,Owner,Contacter,BZURL,
"SPCSS00503211","=HYPERLINK(""http://bugzilla.unisoc.com/bugzilla/show_bug.cgi?id=917849"",""917849"")","NeedInfo","[SC7731E][CARON][cm05]卡1移动，卡2联通，语言为英文时，在短信界面点击右下角SIM卡图标时，卡1，卡2显示顺序相反，并都显示为中文，并且切换为卡2发送彩信时，提示错误","Glen.Wu","龚玲珑"
"SPCSS00504488","=HYPERLINK(""http://bugzilla.unisoc.com/bugzilla/show_bug.cgi?id=920041"",""920041"")","Opened","[SC7731E][CARON][CM05]后摄像头模组兼容。","tangqing1214","谭训成"
"SPCSS00503418","=HYPERLINK(""http://bugzilla.unisoc.com/bugzilla/show_bug.cgi?id=918222"",""918222"")","NeedInfo","[SC7731E][CARON][CM05]GPS不能搜星定位","Andy.Hao","张杰"
"SPCSS00504645","=HYPERLINK(""http://bugzilla.unisoc.com/bugzilla/show_bug.cgi?id=920290"",""920290"")","NeedInfo","[SC7731E][CARON][cm05]客户反馈：点击相机--手动模式--默认--调节对比度-3到3之间点击，点击时不能准确响应","qiaozw","龚玲珑"
"SPCSS00504673","=HYPERLINK(""http://bugzilla.unisoc.com/bugzilla/show_bug.cgi?id=920317"",""920317"")","Opened","[SC7731E][CARON][cm05]【量产加急】客户反馈：进入相机切换至前置后退出，开启手电筒后再进入相机，手电筒不会自动熄灭，此时开启闪光灯拍照，拍照后闪光灯常亮","tangqing1214","龚玲珑"
"SPCSS00503881","=HYPERLINK(""http://bugzilla.unisoc.com/bugzilla/show_bug.cgi?id=918974"",""918974"")","Opened","[SC7731E][CARON][CM05]【申请加急处理】CTS 测试项： CtsCameraTestCases--android.hardware.camera2.cts.CameraDeviceTest#testCameraDeviceCapture fail","Xianyun.He","罗承军"
"SPCSS00500404","=HYPERLINK(""http://bugzilla.unisoc.com/bugzilla/show_bug.cgi?id=913276"",""913276"")","Opened","[SC7731E][CARON][cm05]客户反馈：放电至自动挂机，连接充电器无法立刻开机，万用表实测3.57V，拔电池插充电器能立即开机","jihang.yan","张杰"
"SPCSS00501297","=HYPERLINK(""http://bugzilla.unisoc.com/bugzilla/show_bug.cgi?id=914684"",""914684"")","NeedInfo","[SC7731E][CARON][cm05]客户反馈：打开Gmial时间太慢为4425MS，lava对比机SP502:1967MS，请优化","wangkui0409","龚玲珑"
"SPCSS00505012","=HYPERLINK(""http://bugzilla.unisoc.com/bugzilla/show_bug.cgi?id=920919"",""920919"")","NeedInfo","[SC7731E][CARON][CM05]CM05单摄背景虚化功能，当对焦完成后点拍照，偶现拍照模糊。可能是再次触发了TAF的动作，能否实现对焦完成后，不要再触发TAF动作。","tangqing1214","张杰"
"SPCSS00503926","=HYPERLINK(""http://bugzilla.unisoc.com/bugzilla/show_bug.cgi?id=919069"",""919069"")","Opened","[SC7731E][CARON][CM05]GPS OTA测试FAIL， 请帮忙安排分析。","Rongsheng.Li","张杰"
"SPCSS00488420","=HYPERLINK(""http://bugzilla.unisoc.com/bugzilla/show_bug.cgi?id=895654"",""895654"")","NeedInfo","[SC7731E][CARON][CM05]墨西哥SIMLOCK需求","doris.wang","吕海庆"
"SPCSS00496951","=HYPERLINK(""http://bugzilla.unisoc.com/bugzilla/show_bug.cgi?id=907645"",""907645"")","Opened","[SC7731E][CARON][CM05]【量产加急】客户反馈了前摄主观确认结果，申请前摄像头主观优化!","shanren.ou","罗荣花"
"SPCSS00494189","=HYPERLINK(""http://bugzilla.unisoc.com/bugzilla/show_bug.cgi?id=903874"",""903874"")","Opened","[SC7731E][CARON][cm05]相机-打开HDR模式-逆光拍照-保持拿手机的手不动，成像慢，导致有重影","xiaowei.liu","龚玲珑"
"SPCSS00501308","=HYPERLINK(""http://bugzilla.unisoc.com/bugzilla/show_bug.cgi?id=914726"",""914726"")","NeedInfo","[SC7731E][CARON][cm05]客户反馈：打开信时间太慢为3900ms，lava对比机SP502:1133MS，请优化","lubl0409","龚玲珑"
"SPCSS00503929","=HYPERLINK(""http://bugzilla.unisoc.com/bugzilla/show_bug.cgi?id=919061"",""919061"")","Opened","[SC7731E][CARON][CM05]【申请加急处理】CTS 测试项：CtsMediaTestCases--android.media.cts.NativeImageReaderTest#testTakePictures  fail","nanjun.zhong","罗承军"
"SPCSS00504656","=HYPERLINK(""http://bugzilla.unisoc.com/bugzilla/show_bug.cgi?id=920295"",""920295"")","NeedInfo","[SC7731E][CARON][cm05]【量产加急】客户反馈：录制视频开始后暂停键为置灰状态，当视频录制到3s后才可以暂停","caiyl1008","许娇"
"SPCSS00502268","=HYPERLINK(""http://bugzilla.unisoc.com/bugzilla/show_bug.cgi?id=916279"",""916279"")","NeedInfo","[SC7731E][CARON][cm05]客户反馈：玩游戏时出现重启","steven.ouyang","龚玲珑"
